eq;parm;estimate;stderr;z;p;min95;max95
Hasov_consumentendienstenGrowth;dist_airport_km_2019;.0008330467364164;.0003261117097402;2.554482747890256;.0106345699640707;.0001938795303888;.001472213942444
Hasov_consumentendienstenGrowth;dist_highway_km_2018;.0038625718962576;.0052843865095934;.7309404581298996;.4648155224068182;-.0064946353429347;.01421977913545
Hasov_consumentendienstenGrowth;dist_seaport_km_2019;.0036233864537229;.0002387099718273;15.1790326394283;4.86909651606e-52;.0031555235061909;.0040912494012549
Hasov_consumentendienstenGrowth;dist_train_km_2019;-.0073886201256998;.0019806333109064;-3.730433132177639;.0001911508720505;-.0112705900816566;-.003506650169743
Hasov_consumentendienstenGrowth;dist_urbancontour_km_2000;-.5098073875458169;.0172005405233277;-29.63903296262151;4.6962617663e-193;-.5435198274861609;-.4760949476054729
Hasov_consumentendienstenGrowth;ln_tt_100kinhab_min_2017;-.5091499878747003;.0270908116622475;-18.79419465989012;8.42493018894e-79;-.562247003044663;-.4560529727047377
Hasov_consumentendienstenGrowth;uai_2018;15.0522042178483;.2605483717196028;57.77124653861663;0;14.54153879304733;15.56286964264928
Hasov_consumentendienstenGrowth;landprice_2007;.0001634731417431;.0000360624744278;4.533053938662285;5.81369617048e-06;.0000927919906711;.0002341542928151
Hasov_consumentendienstenGrowth;vinex;.5975016866057908;.0641272706737801;9.317435161794476;1.19186532575e-20;.4718145456583301;.7231888275532515
Hasov_consumentendienstenGrowth;natura2000;-.210725954632265;.072052129172926;-2.924631888760985;.0034486390616641;-.3519455328206276;-.0695063764439023
Hasov_consumentendienstenGrowth;bundelingsgebieden;-.1315611983832438;.0238521293113137;-5.515700366459152;3.47393698736e-08;-.1783105127880107;-.0848118839784769
Hasov_consumentendienstenGrowth;bufferzones_2005;-.0334146897937282;.0102749933750819;-3.252040032917487;.0011457988244535;-.0535533067502763;-.0132760728371801
Hasov_consumentendienstenGrowth;ehs_1990;-.6926505236098601;.0538379739049153;-12.86546415794118;7.04176423428e-38;-.7981710134641014;-.5871300337556189
Hasov_consumentendienstenGrowth;o.groenehart_2004;0;0;;;0;0
Hasov_consumentendienstenGrowth;lu_share_agriculture_2000;-1.913181943765224;.2727389997262945;-7.014698835462424;2.30444791511e-12;-2.447740560408241;-1.378623327122208
Hasov_consumentendienstenGrowth;lu_share_construction_2000;-.3811344387619252;.2894093340752773;-1.316938999150558;.1878590727066759;-.9483663103391891;.1860974328153388
Hasov_consumentendienstenGrowth;lu_share_infrastructure_2000;-.6981309184464561;.2826175985049787;-2.4702315855046;.0135025607416664;-1.252051232913415;-.144210603979497
Hasov_consumentendienstenGrowth;lu_share_nature_2000;-1.772381635222448;.2803770780670728;-6.321421306767639;2.59168351373e-10;-2.321910610324486;-1.22285266012041
Hasov_consumentendienstenGrowth;lu_share_otherbuiltup_2000;1.098201348548717;.273373416372181;4.017220705372405;.000058888565949;.56239929812857;1.634003398968864
Hasov_consumentendienstenGrowth;lu_share_residential_2000;.0927500674423933;.2734004799057628;.3392461764308639;.7344242858037346;-.4431050265288684;.6286051614136549
Hasov_consumentendienstenGrowth;lu_share_urbangreen_2000;1.0205397860992;.2741432910771701;3.722650961434334;.0001971419655372;.4832288089846658;1.557850763213734
Hasov_consumentendienstenGrowth;lu_share_water_2000;-2.543224270518638;.2858553371995178;-8.896892727049382;5.74319631666e-19;-3.103490436218245;-1.982958104819031
Hasov_consumentendienstenGrowth;lu_simpson_diversity_index_2000;-106.8062244107371;4.052218903894225;-26.35746659887876;4.2144505590e-153;-114.7484275198422;-98.86402130163206
Hasov_consumentendienstenGrowth;_cons;-1.561079098877646;.2936149092647504;-5.316756913968673;1.05633036917e-07;-2.136553746360553;-.9856044513947397
